"locationID_A","EOCode_A","group_A","locationID_B","EOCode_B","group_B","distance_m","connected_500m","same_EO","same_group","link_type"
17,"EO18",13,32,"EO26",25,98402.5,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,30,"EO26",24,98469.3,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,36,"EO26",28,98495.7,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,33,"EO26",26,98495.9,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,32,"EO26",25,98505.4,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,34,"EO26",26,98571.4,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,31,"EO26",25,98798.5,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,30,"EO26",24,98800.3,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,32,"EO26",25,98924,FALSE,FALSE,FALSE,"not connected"
17,"EO18",13,31,"EO26",25,98935.3,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,33,"EO26",26,99019.8,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,31,"EO26",25,99037.5,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,32,"EO26",25,99096,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,36,"EO26",28,99104.3,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,30,"EO26",24,99145.4,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,34,"EO26",26,99174.1,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,31,"EO26",25,99456,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,30,"EO26",24,99560.3,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,33,"EO26",26,99624,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,32,"EO26",25,99624.5,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,31,"EO26",25,99629.2,FALSE,FALSE,FALSE,"not connected"
17,"EO18",13,30,"EO26",24,99706.7,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,30,"EO26",24,99808.3,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,35,"EO26",27,100017.2,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,31,"EO26",25,100153.7,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,30,"EO26",24,100226.8,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,32,"EO26",25,100227.6,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,30,"EO26",24,100400.9,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,35,"EO26",27,100680.3,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,31,"EO26",25,100757.9,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,30,"EO26",24,100922.4,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,35,"EO26",27,101010.8,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,35,"EO26",27,101345.2,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,30,"EO26",24,101527.3,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,35,"EO26",27,101771.2,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,8,"EO29",8,101811.6,FALSE,FALSE,FALSE,"not connected"
17,"EO18",13,35,"EO26",27,101906.8,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,35,"EO26",27,102009.6,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,35,"EO26",27,102428.2,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,35,"EO26",27,102600.4,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,35,"EO26",27,103127.3,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,35,"EO26",27,103731.1,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,38,"EO61",30,103939.9,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,29,"EO08",23,104141.2,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,28,"EO08",22,105570.4,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,27,"EO08",21,106015.5,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,38,"EO61",30,106465.4,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,36,"EO26",28,107080.3,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,34,"EO26",26,107458.7,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,33,"EO26",26,107801.8,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,32,"EO26",25,108425.2,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,31,"EO26",25,108874.2,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,30,"EO26",24,109560.5,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,29,"EO08",23,110522.3,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,35,"EO26",27,111704.5,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,28,"EO08",22,111957.4,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,27,"EO08",21,112405,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,36,"EO26",28,113458.1,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,38,"EO61",30,113545.2,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,29,"EO08",23,113666.3,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,34,"EO26",26,113840.8,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,33,"EO26",26,114182,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,32,"EO26",25,114805.2,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,28,"EO08",22,115039.2,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,31,"EO26",25,115252.4,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,27,"EO08",21,115458.6,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,30,"EO26",24,115936.7,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,36,"EO26",28,116630.4,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,34,"EO26",26,116971.8,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,33,"EO26",26,117331,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,32,"EO26",25,117955.9,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,35,"EO26",27,118077.7,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,31,"EO26",25,118418.1,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,30,"EO26",24,119119.3,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,29,"EO08",23,120553.9,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,35,"EO26",27,121284.1,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,28,"EO08",22,121950.6,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,27,"EO08",21,122380.5,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,36,"EO26",28,123507.9,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,34,"EO26",26,123865.3,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,33,"EO26",26,124217.7,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,32,"EO26",25,124842.2,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,31,"EO26",25,125298.7,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,26,"EO70",20,125891.7,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,30,"EO26",24,125993.5,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,8,"EO29",8,127819.1,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,35,"EO26",27,128149.4,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,38,"EO61",30,137197.3,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,38,"EO61",30,139019.1,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,29,"EO08",23,145025.2,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,28,"EO08",22,146340.2,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,27,"EO08",21,146732.9,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,29,"EO08",23,147032.5,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,36,"EO26",28,148007.9,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,34,"EO26",26,148312.9,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,28,"EO08",22,148326,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,33,"EO26",26,148687,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,27,"EO08",21,148709.2,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,32,"EO26",25,149312.4,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,31,"EO26",25,149786.6,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,36,"EO26",28,150020.8,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,34,"EO26",26,150312.2,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,30,"EO26",24,150501,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,33,"EO26",26,150691.6,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,32,"EO26",25,151316.8,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,31,"EO26",25,151795.4,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,30,"EO26",24,152514.4,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,35,"EO26",27,152682.1,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,35,"EO26",27,154700.8,FALSE,FALSE,FALSE,"not connected"
